id,sentiment_transformer
1,0.9983558058738708
2,-0.9994515776634216
3,-0.9966723918914795
4,-0.9929152727127075
5,0.9939925074577332
6,0.9976121187210083
7,0.9976868629455566
8,-0.997527539730072
9,-0.998698353767395
10,-0.9977466464042664
11,-0.9893178343772888
12,-0.9939489364624023
13,-0.999427080154419
14,-0.999504804611206
15,-0.9991648197174072
16,0.9987101554870605
17,-0.9979212880134583
18,-0.9987664222717285
19,-0.5448203682899475
20,0.9987927675247192
21,-0.5448203682899475
22,-0.5448203682899475
23,0.9919569492340088
24,-0.9749853014945984
25,-0.9977466464042664
26,-0.9993676543235779
27,-0.9838036298751831
28,0.9950513243675232
29,0.9984613656997681
30,0.9975733160972595
31,0.9949041604995728
32,-0.6247936487197876
33,-0.9994701743125916
34,-0.999225378036499
35,-0.9994993209838867
36,0.9968499541282654
37,-0.9994972944259644
38,0.9698680639266968
39,-0.9962117671966553
40,-0.982687771320343
41,-0.9994970560073853
42,-0.9950608611106873
43,0.9988105297088623
44,-0.998562753200531
45,-0.9923276305198669
46,0.9764294624328613
47,0.9986383318901062
48,-0.9961258769035339
49,-0.9908493757247925
50,-0.995624840259552
51,0.9838269352912903
52,-0.9872075915336609
53,-0.9990265369415283
54,0.9985602498054504
55,0.9956731200218201
56,0.9951039552688599
57,0.9928733110427856
58,-0.9994412064552307
59,-0.9902888536453247
60,-0.9994939565658569
61,-0.9986640214920044
62,-0.9994626641273499
63,-0.9977312684059143
64,-0.9971531629562378
65,-0.9950913190841675
66,-0.9907287359237671
67,-0.9978873133659363
68,-0.9867499470710754
69,-0.9832659959793091
70,0.9967349171638489
71,0.9954919815063477
72,0.9986131191253662
73,-0.9994470477104187
74,-0.9994588494300842
75,0.9963591694831848
76,0.9963591694831848
77,0.9835008382797241
78,-0.997748076915741
79,0.9976963400840759
80,-0.9884071946144104
81,0.99549400806427
82,-0.9077463150024414
83,0.9959141612052917
84,0.983871579170227
85,0.9982665181159973
86,-0.9977466464042664
87,-0.999152421951294
88,-0.9994791150093079
89,-0.99947589635849
90,-0.9994308352470398
91,-0.9994233846664429
92,0.9985750913619995
93,-0.9992517828941345
94,0.9893725514411926
95,-0.9864934086799622
96,0.9957470297813416
97,-0.9965388774871826
98,0.9960110187530518
99,-0.9977466464042664
100,-0.8205022215843201
101,0.9959845542907715
102,-0.9984960556030273
103,-0.9993676543235779
104,0.9918960928916931
105,0.9987093210220337
106,0.9986068606376648
107,0.9969677329063416
108,-0.9950945377349854
109,0.9756336212158203
110,-0.9685459136962891
111,0.9942840933799744
112,-0.9988465309143066
113,-0.9915937185287476
114,-0.9994981288909912
115,0.9911460280418396
116,0.9881203174591064
117,0.9956731200218201
118,-0.9988436698913574
119,0.9307655096054077
120,-0.9930978417396545
121,-0.9994791150093079
122,-0.9958816766738892
123,0.9965938925743103
124,0.992067813873291
125,0.994288444519043
126,-0.9983184337615967
127,-0.9977466464042664
128,-0.9990590214729309
129,0.9968140721321106
130,-0.9883201122283936
131,-0.9972075819969177
132,0.9953497052192688
133,-0.9957225322723389
134,0.996863842010498
135,-0.993812084197998
136,-0.9983786344528198
137,-0.9981784820556641
138,-0.9942551255226135
139,-0.9912781119346619
140,0.9986415505409241
141,0.9949443936347961
142,0.9781980514526367
143,0.9903374910354614
144,0.9960833787918091
145,0.9888761639595032
146,0.9976728558540344
147,-0.9966006875038147
148,-0.9983592629432678
149,-0.9994770884513855
151,-0.991601288318634
152,-0.9619293808937073
153,-0.9980395436286926
154,0.9967198967933655
155,-0.9994101524353027
156,-0.9980025887489319
157,-0.9936850666999817
158,-0.998916745185852
159,0.9943524599075317
160,-0.9878492951393127
161,-0.9987700581550598
162,-0.9984922409057617
163,0.9987185001373291
164,-0.9994864463806152
165,0.9984502792358398
166,0.9946209192276001
167,-0.9976946711540222
168,0.9988242983818054
169,-0.9878492951393127
170,0.9987843632698059
171,0.9979428648948669
172,0.9980838298797607
173,-0.9924167394638062
174,0.9966013431549072
175,-0.9980592131614685
176,0.9969432950019836
177,0.9963591694831848
178,0.9987138509750366
179,0.998676598072052
180,-0.9984433054924011
181,-0.9960952401161194
182,0.9984229803085327
183,0.998190701007843
184,-0.9931839108467102
185,-0.9984315037727356
186,-0.9987488985061646
187,0.9982078075408936
188,-0.981444239616394
189,0.9981631636619568
190,-0.9878492951393127
191,0.9619942307472229
192,-0.9889784455299377
193,0.9916509985923767
194,-0.9918752312660217
195,0.9983909130096436
196,-0.9993124008178711
197,-0.9954522252082825
198,-0.9994507431983948
199,-0.978937566280365
200,-0.9979566335678101
201,-0.9989916682243347
202,-0.9977174997329712
203,0.9974132180213928
204,-0.9994575381278992
205,-0.9947296380996704
206,-0.9905527830123901
207,-0.9994934797286987
208,-0.997329592704773
209,-0.9974837303161621
210,0.9963591694831848
211,0.9963591694831848
212,0.9887771010398865
213,0.9979398846626282
214,-0.9990307092666626
215,0.998547375202179
216,0.9988202452659607
217,-0.9878492951393127
218,0.9986485838890076
219,-0.9866064786911011
220,-0.9879096746444702
221,-0.9963493347167969
222,-0.9993734955787659
223,0.9981922507286072
224,0.9967958331108093
225,-0.9878492951393127
226,0.9936461448669434
227,-0.9976644515991211
228,0.9987971782684326
229,0.9988065958023071
271,-0.9786664247512817
272,0.9984303116798401
273,0.9947291016578674
274,0.9984062314033508
275,-0.9991936087608337
276,-0.9993357062339783
277,0.9839199185371399
278,0.998051643371582
279,0.9381909370422363
280,-0.998664140701294
281,0.9921437501907349
282,0.9986409544944763
283,0.9915266633033752
284,-0.9918079972267151
285,0.9968683123588562
286,0.9940496683120728
287,-0.9976436495780945
288,0.9877594113349915
289,0.9986938834190369
290,0.9978650212287903
291,-0.9889784455299377
292,0.9988393187522888
293,0.9904566407203674
294,0.9954784512519836
295,0.9877804517745972
296,-0.9976218342781067
297,0.9986403584480286
298,0.9984005093574524
299,-0.991192638874054
300,0.9982714653015137
301,0.9964025020599365
302,0.9988539218902588
303,0.9968128800392151
304,0.9986563920974731
305,0.993744432926178
306,0.9874890446662903
307,-0.9875895380973816
308,-0.9954191446304321
309,0.9957783222198486
310,-0.9990363121032715
311,-0.9976296424865723
312,-0.9889346957206726
313,0.9988376498222351
314,-0.9930412769317627
315,0.9986324906349182
316,0.995120108127594
317,0.7369722723960876
318,0.9964274764060974
319,-0.980807363986969
320,0.9981922507286072
321,0.9983651041984558
322,-0.9969075322151184
323,0.9960229396820068
324,0.9870478510856628
325,-0.9891307353973389
326,-0.9961068034172058
327,-0.9970566034317017
328,-0.997675359249115
329,-0.9977924823760986
330,-0.998420238494873
331,-0.997633695602417
332,-0.9086690545082092
333,-0.9979845285415649
334,-0.9920706152915955
335,-0.9977151155471802
336,0.9574896693229675
337,-0.9991064667701721
338,-0.999096155166626
339,-0.9292104244232178
340,0.997643768787384
341,0.9961976408958435
342,0.9982175230979919
343,-0.9969075322151184
344,0.9985743761062622
345,-0.9988012313842773
346,-0.9994138479232788
347,-0.9957914352416992
348,-0.9991369843482971
349,-0.9984132051467896
350,-0.977895200252533
351,0.9986374974250793
352,0.9818511009216309
353,0.9933892488479614
354,-0.9736769795417786
355,-0.9969075322151184
356,0.9936379790306091
357,-0.9911409020423889
358,0.9957075119018555
359,0.9987794756889343
360,-0.9994974136352539
361,0.9803417921066284
362,-0.9994038343429565
363,0.9983982443809509
364,0.9243918061256409
365,0.9918386340141296
366,0.9987448453903198
367,0.9770863652229309
368,-0.9947566986083984
369,-0.9994707703590393
370,-0.9969075322151184
371,0.9947432279586792
372,-0.9994995594024658
373,-0.9987689852714539
374,-0.9994376301765442
375,0.9982604384422302
376,-0.9931839108467102
377,-0.9908263087272644
378,0.9977580904960632
379,-0.9994969367980957
380,0.998391330242157
381,-0.996606707572937
382,-0.9982284903526306
383,-0.9973301887512207
384,-0.997520387172699
385,0.9965922236442566
386,-0.9787734150886536
387,-0.9914610385894775
388,-0.9963366985321045
389,-0.9993359446525574
390,-0.9922444224357605
391,0.9943291544914246
392,0.9981032609939575
393,-0.9768313765525818
394,0.9721859097480774
395,-0.9994922876358032
396,0.9976606369018555
397,0.9889528751373291
398,-0.9913318157196045
399,0.9958676099777222
400,0.9973843693733215
401,0.9884124398231506
402,0.9985309839248657
403,0.9975576400756836
404,-0.9990743398666382
405,0.9947811961174011
406,-0.9800111055374146
407,-0.9902254939079285
408,-0.9983865022659302
409,0.9121270179748535
410,-0.9883536100387573
411,0.9887630343437195
412,0.9984594583511353
413,-0.9985346794128418
414,0.9969569444656372
415,0.9931204319000244
416,0.9986093044281006
417,0.9971420168876648
418,0.9982409477233887
419,0.9985982775688171
420,0.9979674220085144
421,0.9986926913261414
422,0.9987629652023315
423,0.9963672161102295
424,-0.9994041919708252
425,-0.9962551593780518
426,-0.9994540810585022
427,0.9907971620559692
428,0.9978690147399902
429,-0.9869066476821899
430,0.9977731108665466
431,0.9983217120170593
432,0.9963202476501465
433,-0.9994480013847351
434,-0.9939338564872742
435,-0.9905295968055725
436,0.9876953363418579
437,0.9827929735183716
438,-0.9988127946853638
439,0.9950771927833557
440,0.9957796335220337
441,0.9902396202087402
442,-0.9852557182312012
443,-0.9932593703269958
444,0.9976381063461304
445,0.9963591694831848
446,0.9963591694831848
447,0.9974660873413086
448,0.9243918061256409
449,-0.9883018136024475
450,-0.9983184337615967
451,0.9977070093154907
452,-0.9951504468917847
453,0.9977204203605652
454,0.9957102537155151
455,0.997241735458374
456,0.9985482096672058
457,0.9985358715057373
458,0.9893202781677246
459,-0.9994562268257141
460,-0.9420384168624878
461,-0.9812436699867249
462,0.9912270903587341
463,-0.9977466464042664
464,0.9912270903587341
465,0.9970148801803589
466,0.9943723678588867
467,0.9968140721321106
468,0.9963591694831848
469,-0.995776355266571
470,0.9976276755332947
471,-0.9983353018760681
472,0.9922326803207397
473,0.9964373111724854
498,-0.9994463324546814
509,0.994956910610199
533,0.9977793097496033
556,-0.9926897883415222
557,-0.9994605183601379
558,-0.9994766116142273
559,-0.9980454444885254
560,0.9987397789955139
562,0.9983609318733215
563,-0.999437153339386
564,-0.9991080164909363
565,-0.9904859662055969
566,-0.9994853734970093
567,0.9987207055091858
568,0.9838379621505737
569,-0.9970605969429016
570,0.9979873895645142
571,-0.9994561076164246
572,-0.9994076490402222
573,-0.9994877576828003
574,-0.9991651773452759
575,-0.9993283748626709
576,0.9972147345542908
577,0.9957948923110962
578,0.9984979629516602
579,-0.9994009733200073
580,-0.998301088809967
581,-0.9994805455207825
582,0.9988628625869751
583,0.9936887621879578
584,0.9921290874481201
585,-0.9925169348716736
586,-0.9924517273902893
587,0.9852128028869629
588,-0.9990046620368958
589,-0.9884946942329407
590,-0.97881680727005
591,0.992597222328186
592,-0.9984444975852966
593,0.9987080097198486
594,0.9961735606193542
595,-0.9831318855285645
596,0.9924558401107788
597,0.9982516169548035
598,-0.9748460650444031
599,-0.9942428469657898
600,0.997922956943512
601,0.9930177927017212
602,-0.9558902382850647
603,0.9975451827049255
604,0.9963292479515076
605,-0.9988127946853638
606,-0.9994994401931763
607,0.9956715106964111
608,0.9984363913536072
609,-0.9989864230155945
610,-0.9961064457893372
611,-0.9988800883293152
612,0.9878318905830383
613,0.9894047975540161
614,0.9969589710235596
615,-0.9994848966598511
616,-0.9982865452766418
617,0.9936113953590393
618,0.9987629652023315
619,0.9969862103462219
620,-0.9939031004905701
621,-0.9913927316665649
622,-0.9994617104530334
623,0.9845060706138611
624,0.9946190118789673
625,-0.9941908717155457
626,0.9897105097770691
627,-0.9992164373397827
628,-0.997869610786438
629,-0.9991718530654907
630,-0.9994640946388245
631,-0.9969075322151184
632,0.9944571256637573
633,-0.9994763731956482
634,-0.9955419898033142
635,-0.9976826906204224
636,-0.9968484044075012
637,-0.999294638633728
638,-0.999390721321106
639,0.9948321580886841
640,-0.9992614388465881
641,-0.9991876482963562
642,-0.9960764050483704
643,-0.9977840781211853
644,0.9980033040046692
645,-0.9995018243789673
646,0.9954195022583008
647,-0.9992086291313171
648,0.9243918061256409
649,-0.9994671940803528
650,0.9983028173446655
651,-0.9971174001693726
652,0.9975069165229797
653,-0.998056948184967
654,-0.9960793852806091
655,-0.9994982481002808
656,-0.9973224997520447
657,-0.9994729161262512
658,0.9906057715415955
659,-0.9975470900535583
660,-0.9992582201957703
661,-0.9992013573646545
662,0.9774404764175415
663,0.9963034391403198
664,0.9986810088157654
665,-0.9990505576133728
666,-0.9994814991950989
667,-0.9994148015975952
668,-0.9958648681640625
669,-0.9994760155677795
670,0.9962511658668518
671,0.9978805780410767
672,-0.9994913339614868
673,-0.9994864463806152
674,-0.9960351586341858
675,-0.9994882345199585
676,-0.9994394183158875
677,-0.9994761347770691
678,0.9983521699905396
679,0.9940382242202759
680,-0.9981308579444885
681,-0.981908917427063
682,0.9939265847206116
683,0.9971389770507812
684,-0.9929995536804199
685,-0.9987558126449585
686,0.9981366395950317
687,-0.9983385801315308
688,0.9914458990097046
689,-0.9994205236434937
690,-0.9713754653930664
691,-0.9934555888175964
692,-0.9977318644523621
693,-0.998292863368988
694,0.9983799457550049
695,0.9987629652023315
696,0.9982094764709473
697,-0.9994617104530334
698,-0.9968631267547607
699,-0.9984771609306335
700,-0.99233078956604
701,-0.9782604575157166
702,-0.9981865286827087
703,0.9987792372703552
704,-0.9929015040397644
705,-0.998723566532135
706,-0.9994275569915771
707,-0.9992585778236389
708,-0.9981778860092163
709,-0.9970412850379944
710,-0.9973358511924744
711,-0.9990559220314026
712,0.998346209526062
713,-0.9992905855178833
714,-0.9976917505264282
715,-0.9835323095321655
716,-0.9974997639656067
717,-0.9994851350784302
718,0.9983776807785034
719,-0.9981873631477356
720,0.961857795715332
721,-0.9901093244552612
722,-0.9839709401130676
723,-0.7702925801277161
724,0.9957296252250671
725,-0.9994639754295349
726,0.9984496831893921
727,-0.9969630837440491
